류,번호,표제,품명
68,6804,밀스톤·그라인딩휠,"밀스톤(millstone)·그라인드스톤(grindstone)·그라인딩휠(grinding wheel)과 이와 유사한 것(연마용·벼리기용·광택용·정형용·절단용인 것으로서 프레임을 갖추지 않은 것으로 한정한다)·수지석(手砥石)과 이들의 부분품[천연석, 응결시킨 천연·인조의 연마재료로 만든 것이나 도자(陶瓷)제의 것으로 한정하며, 그 밖의 재료로 만든 부분품이 부착되었는지에 상관없다]"
68,6805,연마포·연마지,천연·인조의 연마용 가루나 알갱이를 방직용 섬유재료·종이·판지나 그 밖의 재료에 부착한 물품(특정한 모양으로 절단·봉합한 것인지 또는 그 밖의 방법으로 만든 제품인지에 상관없다)
68,6806,광물성 울,"슬래그 울(slag wool)·암면(rock wool)과 이와 유사한 광물성 울, 박리한 질석(蛭石)·팽창점토·다포슬래그(slag)와 이와 유사하게 팽창하는 광물성 재료, 단열용·방음용·흡음용 광물성 재료의 혼합물과 그 제품(제6811호·제6812호나 제69류의 것은 제외한다)"
68,6807,아스팔트 제품,아스팔트 제품이나 이와 유사한 재료[예: 석유역청이나 콜타르 피치(coal tar pitch)]의 제품
68,6808,식물재료로 응결한 물품,패널·보드·타일·블록과 이와 유사한 물품[식물성 섬유·짚·목재의 대팻밥·칩·파티클(particle)·톱밥이나 그 밖의 웨이스트(waste)를 시멘트·플라스터(plaster)나 그 밖의 광물성 결합재로 응결시킨 것으로 한정한다]
68,6809,플라스터 제품,플라스터(plaster) 제품이나 플라스터(plaster)를 기본 재료로 조합한 제품
68,6810,시멘트 제품,시멘트 제품·콘크리트 제품·인조석 제품(보강한 것인지에 상관없다)
68,6811,석면시멘트 제품,석면시멘트 제품·셀룰로오스파이버시멘트 제품이나 이와 유사한 것
68,6812,석면제품,"가공한 석면섬유, 석면을 기본 재료로 한 혼합물, 석면과 탄산마그네슘을 기본 재료로 한 혼합물, 그 혼합물들의 제품, 석면제품[예: 석면의 실·직물·의류·모자·신발·개스킷(gasket)](보강한 것인지에 상관없으며 제6811호와 제6813호의 물품은 제외한다)"
68,6813,마찰재료와 그 제품,"마찰 재료와 그 제품[예: 시트(sheet)·롤·스트립(strip)·세그먼트·디스크(disc)·와셔(washer)·패드](장착되지 않은 것으로서 브레이크용·클러치용이나 이와 유사한 용도의 석면·그 밖의 광물성 재료·셀룰로오스를 기본 재료로 한 것으로 한정하며, 직물이나 그 밖의 재료와 결합한 것인지에 상관없다)"
68,6814,운모제품,운모(가공한 것으로 한정한다)와 운모의 제품(응결시키거나 재생한 운모를 포함하며 종이·판지나 그 밖의 재료로 된 지지물에 부착한 것인지에 상관없다)
68,6815,기타 광물성 제품,"석제품이나 그 밖의 광물성 재료의 제품[탄소섬유·탄소섬유의 제품·이탄(泥炭)제품을 포함하며, 따로 분류되지 않은 것으로 한정한다]"
69,제1절 규조토나 이와 유사한 규산질의 흙으로 만든 제품과 내화제품,,
69,6901,규산질 도자제품,벽돌·블록·타일과 그 밖의 도자제품[규조토(예: 키절구어(kieselguhr)·트리폴리트(tripolite)·다이어토마이트(diatomite))나 이와 유사한 규산질의 흙으로 제조한 것으로 한정한다]
69,6902,내화벽돌·내화블록,내화벽돌·내화블록·내화타일과 이와 유사한 건설용 내화 도자제품(규조토나 이와 유사한 규산질의 흙으로 만든 제품은 제외한다)
69,6903,기타 내화성 도자제품,그 밖의 내화성 도자제품[예: 레토르트(retort)·도가니·머플·노즐·플러그·서포트·큐펠(cupel)·관(管)·쉬드(sheath)·막대(rod)·슬라이드 게이트(slide gate)](규조토나 이와 유사한 규산질의 흙으로 만든 제품은 제외한다)
69,제2절 그 밖의 도자제품,,
69,6904,도자제 건축용 벽돌·블록,도자제의 건축용 벽돌·바닥깔개용 블록·서포트타일(support tile)·필러타일(filler tile)과 이와 유사한 것
69,6905,도자제 기와·굴뚝,기와·굴뚝통·굴뚝갓·굴뚝용 내장재·건축용 장식품과 그 밖의 도자제의 건설용품
69,6906,도자제의 관·연결구류,도자제의 관(管)·도관(導管)·홈통과 관(管)의 연결구류
69,6907,도자제의 판석·타일,"도자제의 판석과 포장(鋪裝)용·노(爐)용·벽용 타일, 도자제의 모자이크 큐브와 이와 유사한 것(뒷면을 보강한 것인지에 상관없다), 피니싱 세라믹"
69,6909,화학·공업·농업용 도자제품,"실험실용·화학용이나 그 밖의 공업용 도자제품, 농업용 도자제 통과 이와 유사한 용기, 물품의 수송용·포장용으로 사용하는 도자제의 항아리·단지와 이와 유사한 제품"
69,6910,도자제의 위생용품,도자제의 설거지통·세면대·세면대용 받침·목욕통·비데·수세식 변기통·수세식 변기용 물통·소변기와 이와 유사한 위생용 물품
69,6911,자기제의 식탁·주방용품,자기제의 식탁용품·주방용품·그 밖의 가정용품·화장용품
69,6912,도자제의 식탁·주방용품,도자제의 식탁용품·주방용품·그 밖의 가정용품·화장용품(자기제의 것은 제외한다)
69,6913,도자제의 소상·장식용제품,도자제의 작은 조각상과 그 밖의 장식용 제품
69,6914,도자제의 기타 제품,도자제의 그 밖의 제품
70,7001,파유리,"깨진 유리, 유리의 그 밖의 웨이스트(waste)·스크랩(scrap)[제8549호의 음극선관에서 얻어진 유리와 그 밖의 활성화된 유리를 제외한다], 유리 괴(塊)"
70,7002,유리제의 구·봉·관,"유리로 만든 구(球)[제7018호의 마이크로스피어(microsphere)는 제외한다], 막대(rod)나 관(管)(가공하지 않은 것으로 한정한다)"
70,7003,주입법·롤법에의한 유리,"주입법과 롤(roll)법으로 제조한 유리[시트(sheet) 모양이나 프로파일(profile) 모양으로 한정하고, 흡수층·반사층·무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]"
70,7004,인상법·취입법에의한 유리시트,"인상법(引上法)과 취입법(吹入法)으로 제조한 유리[시트(sheet) 모양으로 한정하고, 흡수층·반사층·무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]"
70,7005,플로트유리 및 표면을 연마한 유리시트,"플로트유리(float glass)와 표면을 연마한 유리[시트(sheet) 모양으로 한정하고, 흡수층·반사층·무반사층인지에 상관없으며 그 밖의 방법으로 가공하지 않은 것으로 한정한다]"
70,7006,가공한 유리시트,"제7003호·제7004호·제7005호의 유리(구부린 것·가장자리 가공한 것·조각한 것·구멍을 뚫은 것·에나멜을 칠한 것이나 그 밖의 방법으로 가공한 것으로 한정하며, 프레임을 붙인 것이나 그 밖의 재료를 붙인 것은 제외한다)"
70,7007,안전유리,안전유리(강화유리나 접합유리로 된 것으로 한정한다)
70,7008,유리제의 복층절연유니트,유리로 만든 복층 절연유닛
70,7009,유리거울,"유리거울(백미러를 포함하며, 틀을 붙인 것인지에 상관없다)"
70,7010,유리제의 용기,"유리로 만든 카보이(carboy)·병·플라스크·단지·항아리·약병·앰플과 그 밖에 이와 유사한 용기(물품의 수송용·포장용으로 한정한다), 유리로 만든 보존병, 유리로 만든 마개·뚜껑과 그 밖의 마개류"
70,7011,전기램프용 유리외피,"밀폐되지 않은 유리로 만든 외피(벌브와 튜브를 포함한다)와 이들의 부분품(전기 램프·광원, 음극선관이나 이와 유사한 용도의 것으로서 부착물이 없는 것으로 한정한다)"
70,7013,식탁·주방·사무용품,"유리제품(식탁용·주방용·화장실용·사무용·실내장식용이나 이와 유사한 용도로 한정하며, 제7010호나 제7018호의 것은 제외한다)"
70,7014,신호·광학용품,신호용 유리제품과 유리로 만든 광학소자(제7015호의 것과 광학적으로 가공한 것은 제외한다)
70,7015,시계·안경용 유리,"시계용 유리와 이와 유사한 유리, 안경용(시력교정용인지에 상관없다) 유리[곡면인 것·구부린 것·중공(中空)인 것이나 이와 유사한 것으로 광학적으로 가공하지 않은 것으로 한정한다], 이들의 제조에 사용하는 중공구면(中空球面)유리와 그 세그먼트"
70,7016,유리제의 블록·타일,"압축하거나 주형한 유리로 만든 포장(鋪裝)용 블록·슬래브·벽돌·스퀘어(square)·타일과 그 밖의 제품[망입(網入)한 것인지에 상관없으며 건축용이나 건설용으로 한정한다], 유리로 만든 입방체와 그 밖의 유리 세공품(뒷면을 보강한지에 상관없으며 모자이크용이나 이와 유사한 장식용으로 한정한다), 레드라이트(leaded light)와 이와 유사한 것, 블록(block)·패널(panel)·플레이트(plate)·쉘(shell)이나 이와 유사한 모양의 다공(多孔)유리나 다포(多泡)유리"
70,7017,이화학용 유리제품,실험실용·위생용·약제용 유리제품(눈금이 있는지에 상관없다)
70,7018,유리제의 비드·유리세공품,"유리로 만든 비드(bead)·모조 진주·모조 귀석과 반귀석·이와 유사한 유리 세공품·모조 신변장식용품을 제외한 유리제품, 인체용을 제외한 유리 안구, 작은 조각상과 램프 가공한(lamp-worked) 그 밖의 장식용 유리제품(모조 신변장식용품은 제외한다), 지름이 1밀리미터 이하인 유리로 만든 마이크로스피어(microsphere)"
70,7019,유리섬유,유리섬유[글라스 울(glass wool)을 포함한다]와 이들의 제품(예: 실·로빙(roving)·직물)
70,7020,유리제의 기타 제품,유리로 만든 그 밖의 제품
71,"제1절 천연진주나 양식진주, 귀석이나 반귀석",,
71,7101,진주,"천연진주나 양식진주(가공한 것인지 또는 등급을 매긴 것인지에 상관없으며 실로 꿴 것·장착되거나 세트로 된 것은 제외한다. 다만, 수송의 편의를 위하여 일시적으로 실로 꿴 것을 포함한다)"
71,7102,다이아몬드,다이아몬드(가공한 것인지에 상관없으며 장착되거나 세트로 된 것은 제외한다)
71,7103,귀석과 반귀석,"귀석(다이아몬드는 제외한다)과 반귀석(가공한 것인지 또는 등급을 매긴 것인지에 상관없으며 실로 꿴 것·장착되거나 세트로 된 것은 제외한다. 다만, 등급을 매기지 않은 것으로서 수송의 편의를 위하여 일시적으로 실로 꿴 것을 포함한다)"
71,7104,합성·재생귀석,"합성·재생한 귀석이나 반귀석(가공한 것인지 또는 등급을 매긴 것인지에 상관없으며 실로 꿴 것, 장착되거나 세트로 된 것은 제외한다. 다만, 등급을 매기지 않은 것으로서 수송의 편의를 위하여 일시적으로 실로 꿴 것을 포함한다)"
71,7105,귀석의 더스트와 분,천연의 것이나 합성한 귀석·반귀석의 더스트(dust)와 가루
71,제2절 귀금속과 귀금속을 입힌 금속,,
71,7106,은,"은(금이나 백금을 도금한 은을 포함하며, 가공하지 않은 것·반가공한 모양이나 가루 모양인 것으로 한정한다)"
71,7107,은을 입힌 금속,은을 입힌 비금속(卑金屬)(반가공한 것보다 더 가공하지 않은 것으로 한정한다)
71,7108,금,"금(백금을 도금한 금을 포함하며, 가공하지 않은 것·반가공한 모양이나 가루 모양인 것으로 한정한다)"
71,7109,금을 입힌 금속,금을 입힌 비금속(卑金屬)이나 은(반가공한 것보다 더 가공하지 않은 것으로 한정한다)
71,7110,백금,백금(가공하지 않은 것·반가공한 모양이나 가루 모양인 것으로 한정한다)
71,7111,백금을 입힌 금속,백금을 입힌 비금속(卑金屬)·은·금(반가공한 것보다 더 가공하지 않은 것으로 한정한다)
71,7112,귀금속의 웨이스트와 스크랩,"귀금속이나 귀금속을 입힌 금속의 웨이스트(waste)와 스크랩(scrap), 귀금속이나 귀금속 화합물을 포함하고 있는 그 밖의 웨이스트(waste)와 스크랩(scrap)(주로 귀금속의 회수에 사용되는 것으로 한정하며 제8549호의 물품은 제외한다)"
71,"제3절 신변장식용품, 금 세공품·은 세공품과 그 밖의 제품",,
71,7113,귀금속제 신변장식용품,신변장식용품과 그 부분품(귀금속으로 만들거나 귀금속을 입힌 금속으로 만든 것으로 한정한다)
71,7114,금은세공품,금 세공품이나 은 세공품과 이들의 부분품(귀금속으로 만들거나 귀금속을 입힌 금속으로 만든 것으로 한정한다)
71,7115,귀금속제 기타제품,귀금속이나 귀금속을 입힌 금속의 그 밖의 제품
71,7116,진주·귀석의 제품,"천연진주나 양식진주, 귀석이나 반귀석(천연의 것, 합성·재생한 것)의 제품"
71,7117,모조신변장식용품,모조 신변장식용품
71,7118,주화,주화
72,제1절 일차재료와 알갱이 모양이나 가루 모양인 제품,,
72,7201,선철,선철(銑鐵)과 스피그라이즌(spiegeleisen)[피그(pig)·블록(block) 모양이나 그 밖의 일차제품(primary form) 형태인 것으로 한정한다]
72,7202,페로얼로이,합금철(ferro-alloy)
72,7203,환원 철제품,철광석을 직접 환원하여 제조한 철제품과 그 밖의 해면질의 철제품[럼프(lump)·펠릿(pellet)이나 이와 유사한 모양인 것으로 한정한다]과 순도가 최저 전 중량의 100분의 99.94인 철[럼프(lump)·펠릿(pellet)이나 이와 유사한 모양인 것으로 한정한다]
